topic,from_perc,to_prec,change_perc,year
vagivallale vihakone ohutamine,0.43,0.475,10.444,2014 vs 2015
eelarvele kulude riigieelarvele,0.532,0.573,7.814,2014 vs 2015
ajakirjandus ajakirjanduse ajakirjandust,0.291,0.322,10.444,2014 vs 2015
elatisraha elatisabi elatise,0.481,0.517,7.538,2014 vs 2015
vabatahtlike komandode paasteameti,0.456,0.489,7.376,2014 vs 2015
eelarves riigieelarves reservist,1.304,1.356,4.01,2014 vs 2015
kasvavad tuleval kasv,0.203,0.224,10.444,2014 vs 2015
hoone rkas hoonet,0.392,0.419,6.881,2014 vs 2015
poolte kokkuleppel huvitise,0.127,0.14,10.444,2014 vs 2015
keskkonnaameti uhendamine uhendamise,0.114,0.126,10.444,2014 vs 2015
korterid kortereid korterit,0.316,0.336,6.026,2014 vs 2015
magustatud suhkrut joogi,0.101,0.112,10.444,2014 vs 2015
id mobiil kaardi,0.304,0.322,5.842,2014 vs 2015
planeeringu keskkonnamoju keskkonnamojude,0.089,0.098,10.444,2014 vs 2015
kohanimenoukogu vonnu mulgi,0.063,0.07,10.444,2014 vs 2015
kirik kiriku maarja,0.063,0.07,10.444,2014 vs 2015
valimiskomisjon proteste valimiskasti,0.051,0.056,10.444,2014 vs 2015
terviseandmed isikuandmeid terviseandmeid,0.658,0.671,1.948,2014 vs 2015
teatri teater rahvusooper,0.013,0.014,10.444,2014 vs 2015
domeenide domeeni interneti,0.013,0.014,10.444,2014 vs 2015
erso teatri kontserdi,0.013,0.014,10.444,2014 vs 2015
normitehnika mojude eeskiri,0.316,0.322,1.609,2014 vs 2015
ametipalkade riigiteenijate korgemate,0.0,0.0,10.444,2014 vs 2015
kauguhendus avaksite ettekandjalt,0.114,0.112,-1.827,2014 vs 2015
katteallikas katteallikaid katteallikat,0.696,0.685,-1.604,2014 vs 2015
hoiu pangad pankade,0.203,0.196,-3.361,2014 vs 2015
opositsioonis koalitsiooni opositsiooni,1.405,1.384,-1.496,2014 vs 2015
noukogudesse ariuhingute noukogudes,0.658,0.643,-2.299,2014 vs 2015
untso missioonide liikmesusest,0.418,0.405,-2.943,2014 vs 2015
valitsemisalade katteallikaks riigieelarves,0.076,0.07,-7.963,2014 vs 2015
lahususe voimude lahusus,0.279,0.266,-4.616,2014 vs 2015
laari laar kandidatuuri,0.063,0.056,-11.645,2014 vs 2015
samba sammas sambasse,0.152,0.14,-7.963,2014 vs 2015
korteriuhistu korteriomanike korteriuhistute,0.354,0.336,-5.334,2014 vs 2015
hanke hankija riigihangete,0.241,0.224,-6.994,2014 vs 2015
hadaolukorda eriolukord eriolukorra,0.241,0.224,-6.994,2014 vs 2015
tantsupeo laulu traditsiooni,0.051,0.042,-17.167,2014 vs 2015
vaikesaarte saarte pusiasustusega,0.127,0.112,-11.645,2014 vs 2015
muugimaksu muugimaks paadimaksu,0.038,0.028,-26.371,2014 vs 2015
idapiiri piiririba valjaehitamine,0.266,0.238,-10.593,2014 vs 2015
kusija vastaja vastasin,0.101,0.084,-17.167,2014 vs 2015
tarbijakaitse amet ametile,0.177,0.154,-13.222,2014 vs 2015
eriarstide eriarstiabi eriarsti,1.051,0.993,-5.524,2014 vs 2015
piirivalve valvamise valvamine,0.342,0.308,-10.009,2014 vs 2015
kinnisasja maad maa,0.519,0.475,-8.412,2014 vs 2015
vallaga vald sauga,0.696,0.643,-7.629,2014 vs 2015
iive sundimus iibe,0.228,0.196,-14.099,2014 vs 2015
liitlaste ohutorje keskmaa,0.468,0.419,-10.451,2014 vs 2015
est kavatsuste for,0.013,0.0,-98.896,2014 vs 2015
voidusamba vabadussoja uurimiskomisjon,0.013,0.0,-98.896,2014 vs 2015
muundatud geneetiliselt gmo,0.076,0.056,-26.371,2014 vs 2015
kontrollin haaled kandidaadi,0.025,0.014,-44.778,2014 vs 2015
erimargistatud kutust kutuse,0.785,0.713,-9.151,2014 vs 2015
korrata stenogrammist vabandan,0.127,0.098,-22.689,2014 vs 2015
seksuaalse vangistusega vaarkohtlemise,0.025,0.0,-99.448,2014 vs 2015
ugri rahvaste polisrahvaste,0.025,0.0,-99.448,2014 vs 2015
rahapesu terrorismi andmeburoo,0.025,0.0,-99.448,2014 vs 2015
talupidajate kaubanduskoja kaubanduskoda,0.063,0.042,-33.734,2014 vs 2015
teenistuse teenistuses avalikus,0.177,0.14,-21.111,2014 vs 2015
koolilouna koolitoidu koolitoit,1.0,0.909,-9.128,2014 vs 2015
koosoleku elektrooniline koosolekut,0.051,0.0,-99.724,2014 vs 2015
leping ratifitseerida lepinguga,0.709,0.629,-11.25,2014 vs 2015
korruptsiooni korruptsioon korruptsiooniga,0.165,0.126,-23.539,2014 vs 2015
virumaale virumaa toostusalade,0.519,0.447,-13.8,2014 vs 2015
mes maale maaelu,0.101,0.07,-30.972,2014 vs 2015
liiklussurmade liikluses hukkunute,0.279,0.224,-19.677,2014 vs 2015
oppelaenu sugava puudega,0.051,0.028,-44.778,2014 vs 2015
lipud lippude lipp,0.051,0.028,-44.778,2014 vs 2015
muraste kase kompleksi,0.139,0.098,-29.717,2014 vs 2015
teekasutustasu autode autod,0.253,0.196,-22.689,2014 vs 2015
elektri elektrit taastuvenergia,1.0,0.881,-11.924,2014 vs 2015
kutsehariduse kutseharidus kutsehariduses,0.43,0.35,-18.791,2014 vs 2015
kohtutaiturite kohtutaitur kohtutaituri,0.127,0.084,-33.734,2014 vs 2015
liibanonis missioonil pikendamine,0.418,0.336,-19.677,2014 vs 2015
jalitustegevuse jalitustoimingu sideandmete,0.165,0.112,-32.034,2014 vs 2015
humni humn laulda,0.038,0.014,-63.185,2014 vs 2015
deklaratsiooni deklaratsioone deklaratsioonis,0.114,0.07,-38.642,2014 vs 2015
kusimusena tahtsa tahtsusega,0.114,0.07,-38.642,2014 vs 2015
riigiabi komisjonilt loa,0.266,0.196,-26.371,2014 vs 2015
valimisliitude volikogusse volikokku,1.722,1.524,-11.482,2014 vs 2015
hambaravi hammaste hambad,0.19,0.126,-33.734,2014 vs 2015
hooldekodus hoolduse hooldekodu,0.241,0.168,-30.246,2014 vs 2015
konkurss konkursi konkurssi,0.139,0.084,-39.758,2014 vs 2015
arengukavad arengukavade pohialuste,0.949,0.797,-16.062,2014 vs 2015
etv saateid pbk,0.342,0.252,-26.371,2014 vs 2015
keeleoskust oskuse keeleoskuse,0.177,0.112,-36.889,2014 vs 2015
uuring uuringut uuringu,0.329,0.238,-27.787,2014 vs 2015
veb fondi uurimiskomisjon,0.127,0.07,-44.778,2014 vs 2015
aasia aasias saatkonna,0.354,0.252,-29.0,2014 vs 2015
abipolitseinik abipolitseiniku abipolitseinike,0.114,0.056,-50.914,2014 vs 2015
haalte kandidaatidele haaletamisest,0.114,0.056,-50.914,2014 vs 2015
tootuid tootute tootu,0.405,0.266,-34.424,2014 vs 2015
kulukuse krediidi kiirlaenude,0.443,0.294,-33.734,2014 vs 2015
puude raskusastme puuet,0.114,0.042,-63.185,2014 vs 2015
huvigruppe huvigruppide kaasatud,1.152,0.895,-22.325,2014 vs 2015
raamatukogu pimedate raamatukogude,0.076,0.014,-81.593,2014 vs 2015
tooandja tooandjal tootaja,0.291,0.154,-47.179,2014 vs 2015
inimarengu aruanne aruandes,0.253,0.126,-50.3,2014 vs 2015
majandusaasta koondaruanne raamatupidamise,0.279,0.14,-49.798,2014 vs 2015
vaesuses suhtelises vaesuse,0.203,0.084,-58.583,2014 vs 2015
kala kalurid kalurite,0.266,0.126,-52.667,2014 vs 2015
tapsustatakse ajakohastatakse nouete,0.734,0.489,-33.353,2014 vs 2015
tootuna arvele ariuhingu,0.241,0.098,-59.31,2014 vs 2015
kantsler kantsleri riigisekretar,0.38,0.196,-48.459,2014 vs 2015
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.405,0.21,-48.229,2014 vs 2015
vee monopolide veeteenuse,0.215,0.056,-74.013,2014 vs 2015
sularaha kommertspangad pangad,0.709,0.405,-42.806,2014 vs 2015
vanemahuvitist vanemahuvitise vanemahuvitis,0.329,0.126,-61.769,2014 vs 2015
psuhhiaatri alaealine psuhhiaatrilist,0.987,0.615,-37.698,2014 vs 2015
prokuratuur prokuratuuri prokuror,1.127,0.727,-35.471,2014 vs 2015
joustumine joustuma joustada,1.519,1.049,-30.972,2014 vs 2015
fie fuusilisest isikust,0.304,0.098,-67.787,2014 vs 2015
matusetoetust matusetoetus matusetoetuse,0.215,0.028,-87.007,2014 vs 2015
maantee neljarealiseks ppp,0.43,0.168,-61.02,2014 vs 2015
lng terminali gaasi,0.367,0.126,-65.724,2014 vs 2015
ootuse oigusparase oiguskindluse,0.443,0.168,-62.133,2014 vs 2015
reklaami reklaam alkoholireklaam,0.76,0.378,-50.3,2014 vs 2015
pensionitous pensionitousu pension,0.646,0.294,-54.523,2014 vs 2015
ene ergma aplaus,0.291,0.056,-80.792,2014 vs 2015
rongi rongide rongid,0.316,0.07,-77.911,2014 vs 2015
karistuse karistus tingimisi,0.912,0.475,-47.846,2014 vs 2015
pohiseadusega riigikohus oiguskantsler,1.253,0.685,-45.336,2014 vs 2015
kodualuse maamaksu maamaksust,0.57,0.168,-70.548,2014 vs 2015
kohtla jarve johvi,0.557,0.154,-72.389,2014 vs 2015
uliopilased uliopilastele uliopilaste,0.899,0.378,-58.0,2014 vs 2015
soita jalakaija konniteel,0.81,0.308,-62.035,2014 vs 2015
jaatmeid liigiti prugi,0.861,0.336,-61.02,2014 vs 2015
toonadalal istungid taiendaval,1.051,0.461,-56.088,2014 vs 2015
lasteaia lasteaias lasteaiakoha,1.051,0.447,-57.419,2014 vs 2015
apteeke apteegid apteekide,1.013,0.405,-59.964,2014 vs 2015
valimisea valimisiga valimisoiguse,1.418,0.685,-51.681,2014 vs 2015
lipu laevu kaubalaeva,0.557,0.042,-92.47,2014 vs 2015
rail trassi balticu,0.658,0.154,-76.637,2014 vs 2015
uhistranspordi uhistransport uhistransporti,0.582,0.084,-85.594,2014 vs 2015
ts parvlaeva parvlaevad,0.772,0.042,-94.568,2014 vs 2015
missiooni missioonile missioon,2.266,1.188,-47.554,2014 vs 2015
kandidaadi kandidaati kandidaat,0.772,0.14,-81.894,2014 vs 2015
krimmi agressiooni ukraina,2.127,1.063,-50.037,2014 vs 2015
ulejaagis struktuurses struktuurse,1.696,0.713,-57.965,2014 vs 2015
maksuamet tolliamet tolliameti,1.886,0.643,-65.903,2014 vs 2015
lapsetoetust lapsetoetus lapsetoetuse,2.14,0.755,-64.71,2014 vs 2015
kodakondsust kodakondsuse kodanikuks,1.861,0.238,-87.228,2014 vs 2015
teede teehoiuks teedele,2.279,0.447,-80.365,2014 vs 2015
abielu kooselu samasooliste,2.431,0.531,-78.141,2014 vs 2015
toovoimereformi toovoimega toovoimereform,2.772,0.741,-73.272,2014 vs 2015
vallaga vald sauga,0.643,2.311,259.264,2015 vs 2016
rail trassi balticu,0.154,1.218,692.161,2015 vs 2016
haale valimispaeval valimiste,0.21,1.05,400.792,2015 vs 2016
ts parvlaeva parvlaevad,0.042,1.124,2579.235,2015 vs 2016
abielu kooselu samasooliste,0.531,1.397,162.916,2015 vs 2016
deklaratsiooni deklaratsioone deklaratsioonis,0.07,0.735,951.662,2015 vs 2016
keeleoskust oskuse keeleoskuse,0.112,0.735,557.289,2015 vs 2016
lipu laevu kaubalaeva,0.042,0.735,1652.771,2015 vs 2016
eriarstide eriarstiabi eriarsti,0.993,1.912,92.558,2015 vs 2016
vanemahuvitist vanemahuvitise vanemahuvitis,0.126,0.62,392.445,2015 vs 2016
karistuse karistus tingimisi,0.475,1.145,140.822,2015 vs 2016
maavalitsuste maavalitsused maakonna,0.503,1.176,133.703,2015 vs 2016
miili baasvorgu lairiba,0.224,0.756,238.034,2015 vs 2016
hanke hankija riigihangete,0.224,0.714,219.255,2015 vs 2016
estonian air airi,0.35,0.872,149.394,2015 vs 2016
kinnisasja maad maa,0.475,1.05,120.937,2015 vs 2016
virumaale virumaa toostusalade,0.447,0.977,118.314,2015 vs 2016
lae korgepalgaliste lagi,0.112,0.441,294.373,2015 vs 2016
matusetoetust matusetoetus matusetoetuse,0.028,0.336,1101.9,2015 vs 2016
fie fuusilisest isikust,0.098,0.389,297.056,2015 vs 2016
riigireformi riigireformist riigireform,0.35,0.756,116.342,2015 vs 2016
ulejaagis struktuurses struktuurse,0.713,1.239,73.804,2015 vs 2016
kandidaadi kandidaati kandidaat,0.14,0.441,215.499,2015 vs 2016
aasia aasias saatkonna,0.252,0.599,137.876,2015 vs 2016
korterid kortereid korterit,0.336,0.714,112.836,2015 vs 2016
salvestisi salvestised salvestiste,0.839,1.355,61.505,2015 vs 2016
aituma infotundi jahimehed,0.294,0.63,114.625,2015 vs 2016
konkurss konkursi konkurssi,0.084,0.315,275.594,2015 vs 2016
muuseum muuseumi muuseumide,0.098,0.336,243.4,2015 vs 2016
valimiskomisjon proteste valimiskasti,0.056,0.252,350.712,2015 vs 2016
haalte kandidaatidele haaletamisest,0.056,0.252,350.712,2015 vs 2016
liitlaste ohutorje keskmaa,0.419,0.767,82.789,2015 vs 2016
veb fondi uurimiskomisjon,0.07,0.263,275.594,2015 vs 2016
vabatahtlike komandode paasteameti,0.489,0.851,73.846,2015 vs 2016
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.21,0.473,125.356,2015 vs 2016
soita jalakaija konniteel,0.308,0.609,98.04,2015 vs 2016
vaesuses suhtelises vaesuse,0.084,0.284,238.034,2015 vs 2016
nord stream streami,0.126,0.336,167.089,2015 vs 2016
hoone rkas hoonet,0.419,0.704,67.765,2015 vs 2016
tantsupeo laulu traditsiooni,0.042,0.168,300.633,2015 vs 2016
kohtla jarve johvi,0.154,0.326,111.698,2015 vs 2016
hambaravi hammaste hambad,0.126,0.284,125.356,2015 vs 2016
vaikesaarte saarte pusiasustusega,0.112,0.263,134.746,2015 vs 2016
muraste kase kompleksi,0.098,0.242,146.819,2015 vs 2016
arengukavad arengukavade pohialuste,0.797,1.124,41.012,2015 vs 2016
tooandja tooandjal tootaja,0.154,0.305,98.04,2015 vs 2016
pealinnast tallinnast viljandisse,0.336,0.536,59.627,2015 vs 2016
haaletamissedel haaletamiskasti sedeli,0.042,0.137,225.515,2015 vs 2016
uhistranspordi uhistransport uhistransporti,0.084,0.2,137.876,2015 vs 2016
salastatud valisteabe riigisaladuse,0.14,0.273,95.309,2015 vs 2016
utah jordaania energia,0.098,0.21,114.625,2015 vs 2016
kutsehariduse kutseharidus kutsehariduses,0.35,0.536,53.242,2015 vs 2016
kontrollin haaled kandidaadi,0.014,0.084,500.95,2015 vs 2016
vagivalla naistevastase perevagivalla,0.252,0.41,62.757,2015 vs 2016
kohtutaiturite kohtutaitur kohtutaituri,0.084,0.179,112.836,2015 vs 2016
raamatukogu pimedate raamatukogude,0.014,0.074,425.831,2015 vs 2016
kirik kiriku maarja,0.07,0.158,125.356,2015 vs 2016
hansson ardo panga,0.07,0.158,125.356,2015 vs 2016
lipud lippude lipp,0.028,0.095,238.034,2015 vs 2016
majandusaasta koondaruanne raamatupidamise,0.14,0.242,72.773,2015 vs 2016
ootuse oigusparase oiguskindluse,0.168,0.273,62.757,2015 vs 2016
kauguhendus avaksite ettekandjalt,0.112,0.2,78.407,2015 vs 2016
prokuratuur prokuratuuri prokuror,0.727,0.924,27.124,2015 vs 2016
leping ratifitseerida lepinguga,0.629,0.809,28.537,2015 vs 2016
kontroll kohaloleku registreeris,0.084,0.158,87.797,2015 vs 2016
korruptsiooni korruptsioon korruptsiooniga,0.126,0.21,66.931,2015 vs 2016
puude raskusastme puuet,0.042,0.095,125.356,2015 vs 2016
normitehnika mojude eeskiri,0.322,0.441,37.173,2015 vs 2016
tulubaasi tasandusfondi tulumaksuosa,0.545,0.693,27.124,2015 vs 2016
tootuid tootute tootu,0.266,0.368,38.377,2015 vs 2016
iive sundimus iibe,0.196,0.284,44.872,2015 vs 2016
uliopilased uliopilastele uliopilaste,0.378,0.494,30.762,2015 vs 2016
varude varud varu,0.042,0.084,100.317,2015 vs 2016
domeenide domeeni interneti,0.014,0.042,200.475,2015 vs 2016
humni humn laulda,0.014,0.042,200.475,2015 vs 2016
jahimehed jahimeeste jahti,0.126,0.189,50.237,2015 vs 2016
keskkonnaameti uhendamine uhendamise,0.126,0.189,50.237,2015 vs 2016
kusimusena tahtsa tahtsusega,0.07,0.116,65.261,2015 vs 2016
id mobiil kaardi,0.322,0.41,27.375,2015 vs 2016
elektri elektrit taastuvenergia,0.881,1.019,15.659,2015 vs 2016
pensioniiga pensioniea eluiga,0.168,0.231,37.718,2015 vs 2016
hooldekodus hoolduse hooldekodu,0.168,0.231,37.718,2015 vs 2016
rahvuse rahvust rahvusriik,0.545,0.651,19.42,2015 vs 2016
lng terminali gaasi,0.126,0.179,41.891,2015 vs 2016
krimmi agressiooni ukraina,1.063,1.187,11.69,2015 vs 2016
kohanimenoukogu vonnu mulgi,0.07,0.105,50.237,2015 vs 2016
teatri teater rahvusooper,0.014,0.032,125.356,2015 vs 2016
planeeringu keskkonnamoju keskkonnamojude,0.098,0.137,39.506,2015 vs 2016
tootuna arvele ariuhingu,0.098,0.137,39.506,2015 vs 2016
maksuamet tolliamet tolliameti,0.643,0.735,14.311,2015 vs 2016
rahvaalgatuse rahvaalgatus rahvahaaletus,0.154,0.2,29.751,2015 vs 2016
vee monopolide veeteenuse,0.056,0.084,50.237,2015 vs 2016
volitust kaasuses jarvik,0.056,0.084,50.237,2015 vs 2016
ametipalkade riigiteenijate korgemate,0.0,0.063,44971.242,2015 vs 2016
volakirjade keskpank volakirju,0.573,0.651,13.594,2015 vs 2016
seksuaalse vangistusega vaarkohtlemise,0.0,0.053,37459.369,2015 vs 2016
ugri rahvaste polisrahvaste,0.0,0.053,37459.369,2015 vs 2016
relva relvade relvaluba,0.168,0.21,25.198,2015 vs 2016
poolte kokkuleppel huvitise,0.14,0.179,27.702,2015 vs 2016
elatisraha elatisabi elatise,0.517,0.588,13.693,2015 vs 2016
energiaagentuur agentuuri agentuur,0.042,0.063,50.237,2015 vs 2016
idapiiri piiririba valjaehitamine,0.238,0.284,19.306,2015 vs 2016
uuring uuringut uuringu,0.238,0.284,19.306,2015 vs 2016
direktiivi direktiiv ulevotmise,0.573,0.641,11.762,2015 vs 2016
mes maale maaelu,0.07,0.095,35.214,2015 vs 2016
voidusamba vabadussoja uurimiskomisjon,0.0,0.021,14923.747,2015 vs 2016
rahapesu terrorismi andmeburoo,0.0,0.021,14923.747,2015 vs 2016
tapsustatakse ajakohastatakse nouete,0.489,0.546,11.605,2015 vs 2016
toonadalal istungid taiendaval,0.461,0.515,11.54,2015 vs 2016
muugimaksu muugimaks paadimaksu,0.028,0.042,50.237,2015 vs 2016
koosoleku elektrooniline koosolekut,0.0,0.011,7411.874,2015 vs 2016
korteriuhistu korteriomanike korteriuhistute,0.336,0.378,12.678,2015 vs 2016
louis freeh kremli,0.084,0.105,25.198,2015 vs 2016
operatsioonil sojalisel panustamisel,0.084,0.105,25.198,2015 vs 2016
borsile ipo enefit,0.322,0.357,11.045,2015 vs 2016
vagivallale vihakone ohutamine,0.475,0.515,8.259,2015 vs 2016
kantsler kantsleri riigisekretar,0.196,0.221,12.678,2015 vs 2016
rongi rongide rongid,0.07,0.084,20.19,2015 vs 2016
skais arendused infosusteemide,0.07,0.084,20.19,2015 vs 2016
oiglase virumaale ulemineku,0.14,0.158,12.678,2015 vs 2016
samba sammas sambasse,0.14,0.158,12.678,2015 vs 2016
riigikontrolli auditi auditit,0.657,0.693,5.486,2015 vs 2016
liiklussurmade liikluses hukkunute,0.224,0.242,7.983,2015 vs 2016
danske filiaali rahapesu,0.084,0.095,12.678,2015 vs 2016
viirust vaktsineeritud viiruse,0.084,0.095,12.678,2015 vs 2016
lahususe voimude lahusus,0.266,0.284,6.748,2015 vs 2016
piirivalve valvamise valvamine,0.308,0.326,5.849,2015 vs 2016
president ilves presidendi,0.196,0.21,7.312,2015 vs 2016
pohiseadusega riigikohus oiguskantsler,0.685,0.704,2.713,2015 vs 2016
ammendumiseni kaheni pikendada,0.224,0.231,3.288,2015 vs 2016
kaitsekulud kaitsekulutused kaitsekulude,0.168,0.168,0.158,2015 vs 2016
est kavatsuste for,0.0,0.0,-24.881,2015 vs 2016
metsa metsade mets,0.35,0.347,-0.843,2015 vs 2016
teenistuse teenistuses avalikus,0.14,0.137,-2.346,2015 vs 2016
ajakirjandus ajakirjanduse ajakirjandust,0.322,0.315,-2.019,2015 vs 2016
kodakondsust kodakondsuse kodanikuks,0.238,0.231,-2.788,2015 vs 2016
kinnitamise paevakorra paevakord,0.475,0.462,-2.788,2015 vs 2016
opositsiooni koalitsioonil opositsioonil,0.252,0.242,-4.015,2015 vs 2016
jalitustegevuse jalitustoimingu sideandmete,0.112,0.105,-6.102,2015 vs 2016
valismaale valjarande valjaranne,0.489,0.473,-3.419,2015 vs 2016
ametiuhingute tooandjate keskliit,0.308,0.294,-4.394,2015 vs 2016
oigusloome oigusloomes oiguspoliitika,0.308,0.294,-4.394,2015 vs 2016
kasvavad tuleval kasv,0.224,0.21,-6.102,2015 vs 2016
kala kalurid kalurite,0.126,0.116,-8.188,2015 vs 2016
erso teatri kontserdi,0.014,0.011,-24.881,2015 vs 2016
kolledz kolledzi turi,0.084,0.074,-12.361,2015 vs 2016
kusija vastaja vastasin,0.084,0.074,-12.361,2015 vs 2016
riigiabi komisjonilt loa,0.196,0.179,-8.784,2015 vs 2016
valispoliitika valispoliitikas diplomaatia,0.475,0.441,-7.206,2015 vs 2016
eripensioni valjateenitud staazi,0.168,0.147,-12.361,2015 vs 2016
muundatud geneetiliselt gmo,0.056,0.042,-24.881,2015 vs 2016
lisaeelarve lisaeelarves lisaeelarvega,0.056,0.042,-24.881,2015 vs 2016
tarbijakaitse amet ametile,0.154,0.126,-18.052,2015 vs 2016
aardla pria pealtnagija,0.084,0.063,-24.881,2015 vs 2016
arengufond arengufondi arengufondis,1.105,1.019,-7.766,2015 vs 2016
annetus erjk annetuse,0.112,0.084,-24.881,2015 vs 2016
valimisliitude volikogusse volikokku,1.524,1.418,-6.963,2015 vs 2016
ene ergma aplaus,0.056,0.0,-99.812,2015 vs 2016
jaatmeid liigiti prugi,0.336,0.284,-15.491,2015 vs 2016
kodualuse maamaksu maamaksust,0.168,0.126,-24.881,2015 vs 2016
laari laar kandidatuuri,0.056,0.032,-43.661,2015 vs 2016
abipolitseinik abipolitseiniku abipolitseinike,0.056,0.032,-43.661,2015 vs 2016
valdkonnad laekumisest fikseeritakse,0.07,0.042,-39.905,2015 vs 2016
oppelaenu sugava puudega,0.028,0.011,-62.441,2015 vs 2016
oigusriik oigusriigi oigusriigist,0.21,0.158,-24.881,2015 vs 2016
hadaolukorda eriolukord eriolukorra,0.224,0.168,-24.881,2015 vs 2016
koolituse koolitus koolitusele,0.126,0.084,-33.228,2015 vs 2016
ooteala piiriuletuse piiripunkti,0.14,0.095,-32.393,2015 vs 2016
kohtunike kohtususteem kohtuniku,1.091,0.956,-12.361,2015 vs 2016
maantee neljarealiseks ppp,0.168,0.116,-31.141,2015 vs 2016
elamisluba elamisloa viisa,0.937,0.809,-13.67,2015 vs 2016
huvigruppe huvigruppide kaasatud,0.895,0.767,-14.318,2015 vs 2016
teekasutustasu autode autod,0.196,0.137,-30.247,2015 vs 2016
tooandja tervisesse maksuvabalt,0.545,0.441,-19.103,2015 vs 2016
ulikooliga kbfi instituudi,0.266,0.189,-28.835,2015 vs 2016
haiguspaevade haiguspaevi haiguspaeva,0.084,0.042,-49.921,2015 vs 2016
tervist tervis tervisega,0.084,0.042,-49.921,2015 vs 2016
inimarengu aruanne aruandes,0.126,0.074,-41.574,2015 vs 2016
huvihariduse huvitegevuse huviharidus,0.21,0.137,-34.897,2015 vs 2016
talupidajate kaubanduskoja kaubanduskoda,0.042,0.011,-74.96,2015 vs 2016
inflatsiooni inflatsioon hinnatous,0.238,0.158,-33.719,2015 vs 2016
etv saateid pbk,0.252,0.168,-33.228,2015 vs 2016
riigipalgaliste riigisektoris koondada,0.937,0.767,-18.154,2015 vs 2016
pensionitous pensionitousu pension,0.294,0.2,-32.035,2015 vs 2016
taanis saksamaal hollandis,0.559,0.42,-24.881,2015 vs 2016
kandideerima ametikohale kandidaatide,0.154,0.084,-45.368,2015 vs 2016
hoiu pangad pankade,0.196,0.116,-40.978,2015 vs 2016
koneleja konsensuslikud repliigi,0.112,0.053,-53.051,2015 vs 2016
riigikontrolor karis riigikontrolori,0.224,0.137,-38.966,2015 vs 2016
korrata stenogrammist vabandan,0.098,0.042,-57.075,2015 vs 2016
jarviku jarvik maaeluministri,0.503,0.368,-26.968,2015 vs 2016
